59,2,14,28358.0,32.0,0.0,8.49,0.0
60,2,14,28358.0,32.0,0.0,8.49,0.0
61,2,14,28358.0,32.0,0.0,8.49,0.0
62,2,14,28358.0,32.0,0.0,8.49,0.0
63,2,14,28358.0,32.0,0.0,8.49,0.0
64,2,14,28358.0,32.0,0.0,8.49,0.0
65,2,14,28358.0,32.0,0.0,8.49,0.0
66,2,14,28358.0,32.0,0.0,8.49,0.0
67,2,14,28358.0,32.0,0.0,8.49,0.0
68,2,14,28358.0,32.0,0.0,8.49,0.0
69,2,14,28358.0,32.0,0.0,8.49,0.0
70,2,14,28358.0,32.0,0.0,8.49,0.0
71,2,14,28358.0,32.0,0.0,8.49,0.0
72,2,14,28358.0,32.0,0.0,8.49,0.0
73,2,14,28358.0,32.0,0.0,8.49,0.0
74,2,14,28358.0,32.0,0.0,8.49,0.0
75,2,14,28358.0,32.0,0.0,8.49,0.0
76,2,14,28358.0,32.0,0.0,8.49,0.0
77,2,14,28358.0,32.0,0.0,8.49,0.0
78,2,14,28358.0,32.0,0.0,8.49,0.0
79,2,14,28358.0,32.0,0.0,8.49,0.0
80,2,14,28358.0,32.0,0.0,8.49,0.0
81,2,14,28358.0,32.0,0.0,8.49,0.0
82,2,14,28358.0,32.0,0.0,8.49,0.0
83,2,14,28358.0,32.0,0.0,8.49,0.0
84,2,14,28358.0,32.0,0.0,8.49,0.0
85,2,14,28358.0,32.0,0.0,8.49,0.0
86,2,14,28358.0,32.0,0.0,8.49,0.0
87,2,18,28777.0,31.0,0.0,8.51,0.0
88,2,18,28777.0,31.0,0.0,8.51,0.0
89,2,18,28777.0,31.0,0.0,8.51,0.0
90,2,18,28777.0,31.0,0.0,8.51,0.0
91,2,18,28777.0,31.0,0.0,8.51,0.0
92,2,18,28777.0,31.0,0.0,8.51,0.0
93,2,18,28777.0,31.0,0.0,8.51,0.0
94,2,18,28777.0,31.0,0.0,8.51,0.0
95,2,18,28777.0,31.0,0.0,8.51,0.0
96,2,18,28777.0,31.0,0.0,8.51,0.0
97,2,18,28777.0,31.0,0.0,8.51,0.0
98,2,18,28777.0,31.0,0.0,8.51,0.0
99,2,18,28777.0,31.0,0.0,8.51,0.0
100,2,18,28777.0,31.0,0.0,8.51,0.0
101,2,18,28777.0,31.0,0.0,8.51,0.0
102,2,18,28777.0,31.0,0.0,8.51,0.0
103,2,18,28777.0,31.0,0.0,8.51,0.0
104,2,18,28777.0,31.0,0.0,8.51,0.0
105,2,18,28777.0,31.0,0.0,8.51,0.0
106,2,18,28777.0,31.0,0.0,8.51,0.0
107,2,18,28777.0,31.0,0.0,8.51,0.0
108,2,18,28777.0,31.0,0.0,8.51,0.0
109,2,18,28777.0,31.0,0.0,8.51,0.0
110,2,18,28777.0,31.0,0.0,8.51,0.0
111,2,18,28777.0,31.0,0.0,8.51,0.0
112,2,18,28777.0,31.0,0.0,8.51,0.0
113,2,18,28777.0,31.0,0.0,8.51,0.0
114,2,18,28777.0,31.0,0.0,8.51,0.0
115,2,18,28777.0,31.0,0.0,8.51,0.0
116,2,18,28777.0,31.0,0.0,8.51,0.0
117,2,18,28777.0,31.0,0.0,8.51,0.0
118,2,18,28777.0,31.0,0.0,8.51,0.0
119,2,18,28777.0,31.0,0.0,8.51,0.0
120,2,18,28777.0,31.0,0.0,8.51,0.0
121,2,18,28777.0,31.0,0.0,8.51,0.0
122,2,18,28777.0,31.0,0.0,8.51,0.0
123,2,18,28777.0,31.0,0.0,8.51,0.0
124,2,18,28777.0,31.0,0.0,8.51,0.0
125,2,18,28777.0,31.0,0.0,8.51,0.0
126,2,18,28777.0,31.0,0.0,8.51,0.0
127,2,18,28777.0,31.0,0.0,8.51,0.0
128,2,18,28777.0,31.0,0.0,8.51,0.0
129,2,18,28777.0,31.0,0.0,8.51,0.0
130,2,18,28777.0,31.0,0.0,8.51,0.0
131,2,18,28777.0,31.0,0.0,8.51,0.0
132,2,18,28777.0,31.0,0.0,8.51,0.0
133,2,18,28777.0,31.0,0.0,8.51,0.0
134,2,18,28777.0,31.0,0.0,8.51,0.0
135,2,18,28777.0,31.0,0.0,8.51,0.0
136,2,18,28777.0,31.0,0.0,8.51,0.0
137,2,18,28777.0,31.0,0.0,8.51,0.0
138,2,22,29128.0,30.0,0.0,8.47,0.0
139,2,22,29128.0,30.0,0.0,8.47,0.0
140,2,22,29128.0,30.0,0.0,8.47,0.0
141,2,22,29128.0,30.0,0.0,8.47,0.0
142,2,22,29128.0,30.0,0.0,8.47,0.0
143,2,22,29128.0,30.0,0.0,8.47,0.0
144,2,22,29128.0,30.0,0.0,8.47,0.0
145,2,22,29128.0,30.0,0.0,8.47,0.0
146,2,22,29128.0,30.0,0.0,8.47,0.0
147,2,22,29128.0,30.0,0.0,8.47,0.0
148,2,22,29128.0,30.0,0.0,8.47,0.0
149,2,22,29128.0,30.0,0.0,8.47,0.0
150,2,22,29128.0,30.0,0.0,8.47,0.0
151,2,22,29128.0,30.0,0.0,8.47,0.0
152,2,22,29128.0,30.0,0.0,8.47,0.0
153,2,22,29128.0,30.0,0.0,8.47,0.0
154,2,22,29128.0,30.0,0.0,8.47,0.0
155,2,22,29128.0,30.0,0.0,8.47,0.0
156,2,22,29128.0,30.0,0.0,8.47,0.0
157,2,22,29128.0,30.0,0.0,8.47,0.0
158,2,22,29128.0,30.0,0.0,8.47,0.0
159,2,22,29128.0,30.0,0.0,8.47,0.0
160,2,22,29128.0,30.0,0.0,8.47,0.0
161,2,22,29128.0,30.0,0.0,8.47,0.0
162,2,22,29128.0,30.0,0.0,8.47,0.0
163,2,22,29128.0,30.0,0.0,8.47,0.0
164,2,22,29128.0,30.0,0.0,8.47,0.0
165,2,22,29128.0,30.0,0.0,8.47,0.0
166,2,22,29128.0,30.0,0.0,8.47,0.0
167,2,22,29128.0,30.0,0.0,8.47,0.0
168,2,22,29128.0,30.0,0.0,8.47,0.0
169,2,22,29128.0,30.0,0.0,8.47,0.0
170,2,22,29128.0,30.0,0.0,8.47,0.0
171,2,22,29128.0,30.0,0.0,8.47,0.0
172,2,22,29128.0,30.0,0.0,8.47,0.0
173,2,22,29128.0,30.0,0.0,8.47,0.0
174,2,22,29128.0,30.0,0.0,8.47,0.0
175,2,22,29128.0,30.0,0.0,8.47,0.0
176,2,22,29128.0,30.0,0.0,8.47,0.0
177,2,22,29128.0,30.0,0.0,8.47,0.0
178,2,22,29128.0,30.0,0.0,8.47,0.0
179,2,22,29128.0,30.0,0.0,8.47,0.0
180,2,22,29128.0,30.0,0.0,8.47,0.0
181,2,22,29128.0,30.0,0.0,8.47,0.0
182,2,22,29128.0,30.0,0.0,8.47,0.0
183,2,22,29128.0,30.0,0.0,8.47,0.0
184,2,22,29128.0,30.0,0.0,8.47,0.0
185,2,22,29128.0,30.0,0.0,8.47,0.0
186,2,22,29128.0,30.0,0.0,8.47,0.0
187,2,22,29128.0,30.0,0.0,8.47,0.0
188,2,22,29128.0,30.0,0.0,8.47,0.0
189,2,22,29128.0,30.0,0.0,8.47,0.0
190,2,22,29128.0,30.0,0.0,8.47,0.0
191,2,22,29128.0,30.0,0.0,8.47,0.0
192,2,22,29128.0,30.0,0.0,8.47,0.0
193,2,22,29128.0,30.0,0.0,8.47,0.0
194,2,22,29128.0,30.0,0.0,8.47,0.0
195,2,22,29128.0,30.0,0.0,8.47,0.0
196,2,22,29128.0,30.0,0.0,8.47,0.0
197,2,22,29128.0,30.0,0.0,8.47,0.0
198,2,22,29128.0,30.0,0.0,8.47,0.0
199,2,22,29128.0,30.0,0.0,8.47,0.0
200,2,22,29128.0,30.0,0.0,8.47,0.0
201,2,22,29128.0,30.0,0.0,8.47,0.0
202,2,22,29128.0,30.0,0.0,8.47,0.0
203,2,22,29128.0,30.0,0.0,8.47,0.0
204,2,22,29128.0,30.0,0.0,8.47,0.0
205,2,22,29128.0,30.0,0.0,8.47,0.0
206,2,22,29128.0,30.0,0.0,8.47,0.0
207,2,22,29128.0,30.0,0.0,8.47,0.0
208,2,22,29128.0,30.0,0.0,8.47,0.0
209,2,22,29128.0,30.0,0.0,8.47,0.0
210,2,22,29128.0,30.0,0.0,8.47,0.0
211,2,22,29128.0,30.0,0.0,8.47,0.0
212,2,22,29128.0,30.0,0.0,8.47,0.0
213,2,22,29128.0,30.0,0.0,8.47,0.0
214,2,22,29128.0,30.0,0.0,8.47,0.0
215,2,22,29128.0,30.0,0.0,8.47,0.0
216,2,22,29128.0,30.0,0.0,8.47,0.0
217,2,22,29128.0,30.0,0.0,8.47,0.0
218,2,22,29128.0,30.0,0.0,8.47,0.0
219,2,22,29128.0,30.0,0.0,8.47,0.0
220,2,22,29128.0,30.0,0.0,8.47,0.0
221,2,22,29128.0,30.0,0.0,8.47,0.0
222,2,22,29128.0,30.0,0.0,8.47,0.0
223,2,22,29128.0,30.0,0.0,8.47,0.0
224,2,22,29128.0,30.0,0.0,8.47,0.0
225,2,22,29128.0,30.0,0.0,8.47,0.0
226,2,22,29128.0,30.0,0.0,8.47,0.0
227,2,22,29128.0,30.0,0.0,8.47,0.0
228,2,22,29128.0,30.0,0.0,8.47,0.0
229,2,22,29128.0,30.0,0.0,8.47,0.0
230,2,22,29128.0,30.0,0.0,8.47,0.0
231,2,22,29128.0,30.0,0.0,8.47,0.0
232,2,22,29128.0,30.0,0.0,8.47,0.0
233,2,22,29128.0,30.0,0.0,8.47,0.0
234,2,22,29128.0,30.0,0.0,8.47,0.0
235,2,22,29128.0,30.0,0.0,8.47,0.0
236,2,22,29128.0,30.0,0.0,8.47,0.0
237,2,22,29128.0,30.0,0.0,8.47,0.0
238,2,22,29128.0,30.0,0.0,8.47,0.0
239,2,22,29128.0,30.0,0.0,8.47,0.0
240,2,22,29128.0,30.0,0.0,8.47,0.0
241,2,22,29128.0,30.0,0.0,8.47,0.0
242,2,22,29128.0,30.0,0.0,8.47,0.0
243,2,22,29128.0,30.0,0.0,8.47,0.0
244,2,22,29128.0,30.0,0.0,8.47,0.0
245,2,22,29128.0,30.0,0.0,8.47,0.0
246,2,22,29128.0,30.0,0.0,8.47,0.0
247,2,22,29128.0,30.0,0.0,8.47,0.0
248,2,22,29128.0,30.0,0.0,8.47,0.0
249,2,22,29128.0,30.0,0.0,8.47,0.0
250,2,22,29128.0,30.0,0.0,8.47,0.0
251,2,22,29128.0,30.0,0.0,8.47,0.0
252,2,22,29128.0,30.0,0.0,8.47,0.0
253,2,22,29128.0,30.0,0.0,8.47,0.0
254,2,22,29128.0,30.0,0.0,8.47,0.0
255,2,22,29128.0,30.0,0.0,8.47,0.0
256,2,22,29128.0,30.0,0.0,8.47,0.0
257,2,22,29128.0,30.0,0.0,8.47,0.0
258,2,22,29128.0,30.0,0.0,8.47,0.0
259,2,22,29128.0,30.0,0.0,8.47,0.0
260,2,22,29128.0,30.0,0.0,8.47,0.0
261,2,22,29128.0,30.0,0.0,8.47,0.0
262,2,22,29128.0,30.0,0.0,8.47,0.0
263,2,22,29128.0,30.0,0.0,8.47,0.0
264,2,22,29128.0,30.0,0.0,8.47,0.0
265,2,22,29128.0,30.0,0.0,8.47,0.0
266,2,22,29128.0,30.0,0.0,8.47,0.0
267,2,22,29128.0,30.0,0.0,8.47,0.0
268,2,22,29128.0,30.0,0.0,8.47,0.0
269,2,22,29128.0,30.0,0.0,8.47,0.0
270,2,22,29128.0,30.0,0.0,8.47,0.0
271,2,22,29128.0,30.0,0.0,8.47,0.0
272,2,22,29128.0,30.0,0.0,8.47,0.0
273,2,22,29128.0,30.0,0.0,8.47,0.0
274,2,22,29128.0,30.0,0.0,8.47,0.0
275,2,22,29128.0,30.0,0.0,8.47,0.0
276,2,22,29128.0,30.0,0.0,8.47,0.0
277,2,22,29128.0,30.0,0.0,8.47,0.0
278,2,22,29128.0,30.0,0.0,8.47,0.0
279,2,22,29128.0,30.0,0.0,8.47,0.0
280,2,22,29128.0,30.0,0.0,8.47,0.0
281,2,22,29128.0,30.0,0.0,8.47,0.0
282,2,22,29128.0,30.0,0.0,8.47,0.0
283,2,22,29128.0,30.0,0.0,8.47,0.0
284,2,22,29128.0,30.0,0.0,8.47,0.0
285,2,22,29128.0,30.0,0.0,8.47,0.0
286,2,22,29128.0,30.0,0.0,8.47,0.0
287,2,22,29128.0,30.0,0.0,8.47,0.0
288,2,22,29128.0,30.0,0.0,8.47,0.0
289,2,22,29128.0,30.0,0.0,8.47,0.0
290,2,22,29128.0,30.0,0.0,8.47,0.0
291,2,22,29128.0,30.0,0.0,8.47,0.0
292,2,22,29128.0,30.0,0.0,8.47,0.0
293,2,22,29128.0,30.0,0.0,8.47,0.0
294,2,22,29128.0,30.0,0.0,8.47,0.0
295,2,22,29128.0,30.0,0.0,8.47,0.0
296,2,22,29128.0,30.0,0.0,8.47,0.0
297,2,22,29128.0,30.0,0.0,8.47,0.0
298,2,22,29128.0,30.0,0.0,8.47,0.0
299,2,22,29128.0,30.0,0.0,8.47,0.0
300,2,22,29128.0,30.0,0.0,8.47,0.0
301,2,22,29128.0,30.0,0.0,8.47,0.0
302,2,22,29128.0,30.0,0.0,8.47,0.0
303,2,22,29128.0,30.0,0.0,8.47,0.0
304,2,22,29128.0,30.0,0.0,8.47,0.0
305,2,22,29128.0,30.0,0.0,8.47,0.0
306,2,22,29128.0,30.0,0.0,8.47,0.0
307,2,22,29128.0,30.0,0.0,8.47,0.0
308,2,22,29128.0,30.0,0.0,8.47,0.0
309,2,22,29128.0,30.0,0.0,8.47,0.0
310,2,22,29128.0,30.0,0.0,8.47,0.0
311,2,22,29128.0,30.0,0.0,8.47,0.0
312,2,22,29128.0,30.0,0.0,8.47,0.0
313,2,22,29128.0,30.0,0.0,8.47,0.0
314,2,22,29128.0,30.0,0.0,8.47,0.0
315,2,22,29128.0,30.0,0.0,8.47,0.0
316,2,22,29128.0,30.0,0.0,8.47,0.0
317,2,22,29128.0,30.0,0.0,8.47,0.0
318,2,22,29128.0,30.0,0.0,8.47,0.0
319,2,22,29128.0,30.0,0.0,8.47,0.0
320,2,22,29128.0,30.0,0.0,8.47,0.0
321,2,22,29128.0,30.0,0.0,8.47,0.0
322,2,22,29128.0,30.0,0.0,8.47,0.0
323,2,22,29128.0,30.0,0.0,8.47,0.0
324,2,22,29128.0,30.0,0.0,8.47,0.0
325,2,22,29128.0,30.0,0.0,8.47,0.0
326,2,22,29128.0,30.0,0.0,8.47,0.0
327,2,22,29128.0,30.0,0.0,8.47,0.0
328,2,22,29128.0,30.0,0.0,8.47,0.0
329,2,22,29128.0,30.0,0.0,8.47,0.0
330,2,22,29128.0,30.0,0.0,8.47,0.0
331,2,22,29128.0,30.0,0.0,8.47,0.0
332,2,22,29128.0,30.0,0.0,8.47,0.0
333,2,22,29128.0,30.0,0.0,8.47,0.0
334,2,22,29128.0,30.0,0.0,8.47,0.0
335,2,22,29128.0,30.0,0.0,8.47,0.0
336,2,22,29128.0,30.0,0.0,8.47,0.0
337,2,22,29128.0,30.0,0.0,8.47,0.0
338,2,22,29128.0,30.0,0.0,8.47,0.0
339,2,22,29128.0,30.0,0.0,8.47,0.0
340,2,22,29128.0,30.0,0.0,8.47,0.0
341,2,22,29128.0,30.0,0.0,8.47,0.0
342,2,22,29128.0,30.0,0.0,8.47,0.0
343,2,22,29128.0,30.0,0.0,8.47,0.0
344,2,22,29128.0,30.0,0.0,8.47,0.0
345,2,22,29128.0,30.0,0.0,8.47,0.0
346,2,22,29128.0,30.0,0.0,8.47,0.0
347,2,22,29128.0,30.0,0.0,8.47,0.0
348,2,22,29128.0,30.0,0.0,8.47,0.0
349,2,22,29128.0,30.0,0.0,8.47,0.0
350,2,22,29128.0,30.0,0.0,8.47,0.0
351,2,22,29128.0,30.0,0.0,8.47,0.0
352,2,22,29128.0,30.0,0.0,8.47,0.0
353,2,22,29128.0,30.0,0.0,8.47,0.0
354,2,22,29128.0,30.0,0.0,8.47,0.0
355,2,22,29128.0,30.0,0.0,8.47,0.0
356,2,22,29128.0,30.0,0.0,8.47,0.0
357,2,22,29128.0,30.0,0.0,8.47,0.0
358,2,22,29128.0,30.0,0.0,8.47,0.0
359,2,22,29128.0,30.0,0.0,8.47,0.0
360,2,22,29128.0,30.0,0.0,8.47,0.0
361,2,22,29128.0,30.0,0.0,8.47,0.0
362,2,22,29128.0,30.0,0.0,8.47,0.0
363,2,22,29128.0,30.0,0.0,8.47,0.0
364,2,22,29128.0,30.0,0.0,8.47,0.0
365,2,22,29128.0,30.0,0.0,8.47,0.0
366,2,22,29128.0,30.0,0.0,8.47,0.0
367,2,22,29128.0,30.0,0.0,8.47,0.0
368,2,22,29128.0,30.0,0.0,8.47,0.0
369,2,22,29128.0,30.0,0.0,8.47,0.0
370,2,22,29128.0,30.0,0.0,8.47,0.0
371,2,22,29128.0,30.0,0.0,8.47,0.0
372,2,22,29128.0,30.0,0.0,8.47,0.0
373,2,22,29128.0,30.0,0.0,8.47,0.0
374,2,22,29128.0,30.0,0.0,8.47,0.0
375,2,22,29128.0,30.0,0.0,8.47,0.0
376,2,22,29128.0,30.0,0.0,8.47,0.0
377,2,22,29128.0,30.0,0.0,8.47,0.0
378,2,22,29128.0,30.0,0.0,8.47,0.0
379,2,22,29128.0,30.0,0.0,8.47,0.0
380,2,22,29128.0,30.0,0.0,8.47,0.0
381,2,22,29128.0,30.0,0.0,8.47,0.0
382,2,22,29128.0,30.0,0.0,8.47,0.0
383,2,22,29128.0,30.0,0.0,8.47,0.0
384,2,22,29128.0,30.0,0.0,8.47,0.0
385,2,22,29128.0,30.0,0.0,8.47,0.0
386,2,22,29128.0,30.0,0.0,8.47,0.0
387,2,22,29128.0,30.0,0.0,8.47,0.0
388,2,22,29128.0,30.0,0.0,8.47,0.0
389,2,22,29128.0,30.0,0.0,8.47,0.0
390,2,22,29128.0,30.0,0.0,8.47,0.0
391,2,22,29128.0,30.0,0.0,8.47,0.0
392,2,22,29128.0,30.0,0.0,8.47,0.0
393,2,22,29128.0,30.0,0.0,8.47,0.0
394,2,22,29128.0,30.0,0.0,8.47,0.0
395,2,22,29128.0,30.0,0.0,8.47,0.0
396,2,22,29128.0,30.0,0.0,8.47,0.0
397,2,22,29128.0,30.0,0.0,8.47,0.0
398,2,22,29128.0,30.0,0.0,8.47,0.0
399,2,22,29128.0,30.0,0.0,8.47,0.0
400,2,22,29128.0,30.0,0.0,8.47,0.0
401,2,22,29128.0,30.0,0.0,8.47,0.0
402,2,22,29128.0,30.0,0.0,8.47,0.0
403,2,22,29128.0,30.0,0.0,8.47,0.0
404,2,22,29128.0,30.0,0.0,8.47,0.0
405,2,22,29128.0,30.0,0.0,8.47,0.0
406,2,22,29128.0,30.0,0.0,8.47,0.0
407,2,22,29128.0,30.0,0.0,8.47,0.0
408,2,22,29128.0,30.0,0.0,8.47,0.0
409,2,22,29128.0,30.0,0.0,8.47,0.0
410,2,22,29128.0,30.0,0.0,8.47,0.0
411,2,22,29128.0,30.0,0.0,8.47,0.0
412,2,22,29128.0,30.0,0.0,8.47,0.0
413,2,22,29128.0,30.0,0.0,8.47,0.0
414,2,22,29128.0,30.0,0.0,8.47,0.0
415,2,22,29128.0,30.0,0.0,8.47,0.0
416,2,22,29128.0,30.0,0.0,8.47,0.0
417,2,22,29128.0,30.0,0.0,8.47,0.0
418,2,22,29128.0,30.0,0.0,8.47,0.0
419,2,22,29128.0,30.0,0.0,8.47,0.0
420,2,22,29128.0,30.0,0.0,8.47,0.0
421,2,22,29128.0,30.0,0.0,8.47,0.0
422,2,22,29128.0,30.0,0.0,8.47,0.0
423,2,22,29128.0,30.0,0.0,8.47,0.0
424,2,22,29128.0,30.0,0.0,8.47,0.0
425,2,22,29128.0,30.0,0.0,8.47,0.0
426,2,22,29128.0,30.0,0.0,8.47,0.0
427,2,22,29128.0,30.0,0.0,8.47,0.0
428,2,22,29128.0,30.0,0.0,8.47,0.0
429,2,22,29128.0,30.0,0.0,8.47,0.0
430,2,22,29128.0,30.0,0.0,8.47,0.0
431,2,22,29128.0,30.0,0.0,8.47,0.0
432,2,22,29128.0,30.0,0.0,8.47,0.0
433,2,22,29128.0,30.0,0.0,8.47,0.0
434,2,22,29128.0,30.0,0.0,8.47,0.0
435,2,22,29128.0,30.0,0.0,8.47,0.0
436,2,22,29128.0,30.0,0.0,8.47,0.0
437,2,22,29128.0,30.0,0.0,8.47,0.0
438,2,22,29128.0,30.0,0.0,8.47,0.0
439,2,22,29128.0,30.0,0.0,8.47,0.0
440,2,22,29128.0,30.0,0.0,8.47,0.0
441,2,22,29128.0,30.0,0.0,8.47,0.0
442,2,22,29128.0,30.0,0.0,8.47,0.0
443,2,22,29128.0,30.0,0.0,8.47,0.0
444,2,22,29128.0,30.0,0.0,8.47,0.0
445,2,22,29128.0,30.0,0.0,8.47,0.0
446,2,22,29128.0,30.0,0.0,8.47,0.0
447,2,22,29128.0,30.0,0.0,8.47,0.0
448,2,22,29128.0,30.0,0.0,8.47,0.0
449,2,22,29128.0,30.0,0.0,8.47,0.0
450,2,22,29128.0,30.0,0.0,8.47,0.0
451,2,22,29128.0,30.0,0.0,8.47,0.0
452,2,22,29128.0,30.0,0.0,8.47,0.0
453,2,22,29128.0,30.0,0.0,8.47,0.0
454,2,22,29128.0,30.0,0.0,8.47,0.0
455,2,22,29128.0,30.0,0.0,8.47,0.0
456,2,22,29128.0,30.0,0.0,8.47,0.0
457,2,22,29128.0,30.0,0.0,8.47,0.0
458,2,22,29128.0,30.0,0.0,8.47,0.0
459,2,22,29128.0,30.0,0.0,8.47,0.0
460,2,22,29128.0,30.0,0.0,8.47,0.0
461,2,22,29128.0,30.0,0.0,8.47,0.0
462,2,22,29128.0,30.0,0.0,8.47,0.0
463,2,22,29128.0,30.0,0.0,8.47,0.0
464,2,22,29128.0,30.0,0.0,8.47,0.0
465,2,22,29128.0,30.0,0.0,8.47,0.0
466,2,22,29128.0,30.0,0.0,8.47,0.0
467,2,22,29128.0,30.0,0.0,8.47,0.0
468,2,22,29128.0,30.0,0.0,8.47,0.0
469,2,22,29128.0,30.0,0.0,8.47,0.0
470,2,22,29128.0,30.0,0.0,8.47,0.0
471,2,22,29128.0,30.0,0.0,8.47,0.0
472,2,22,29128.0,30.0,0.0,8.47,0.0
473,2,22,29128.0,30.0,0.0,8.47,0.0
474,2,22,29128.0,30.0,0.0,8.47,0.0
475,2,22,29128.0,30.0,0.0,8.47,0.0
476,2,22,29128.0,30.0,0.0,8.47,0.0
477,2,22,29128.0,30.0,0.0,8.47,0.0
478,2,22,29128.0,30.0,0.0,8.47,0.0
479,2,22,29128.0,30.0,0.0,8.47,0.0
480,2,22,29128.0,30.0,0.0,8.47,0.0
481,2,22,29128.0,30.0,0.0,8.47,0.0
482,2,22,29128.0,30.0,0.0,8.47,0.0
483,2,22,29128.0,30.0,0.0,8.47,0.0
484,2,22,29128.0,30.0,0.0,8.47,0.0
485,2,22,29128.0,30.0,0.0,8.47,0.0
486,2,22,29128.0,30.0,0.0,8.47,0.0
487,2,22,29128.0,30.0,0.0,8.47,0.0
488,2,22,29128.0,30.0,0.0,8.47,0.0
489,2,22,29128.0,30.0,0.0,8.47,0.0
490,2,22,29128.0,30.0,0.0,8.47,0.0
491,2,22,29128.0,30.0,0.0,8.47,0.0
492,2,22,29128.0,30.0,0.0,8.47,0.0
493,2,22,29128.0,30.0,0.0,8.47,0.0
494,2,22,29128.0,30.0,0.0,8.47,0.0
495,2,22,29128.0,30.0,0.0,8.47,0.0
496,2,22,29128.0,30.0,0.0,8.47,0.0
497,2,22,29128.0,30.0,0.0,8.47,0.0
498,2,22,29128.0,30.0,0.0,8.47,0.0
499,2,22,29128.0,30.0,0.0,8.47,0.0
500,2,22,29128.0,30.0,0.0,8.47,0.0
501,2,22,29128.0,30.0,0.0,8.47,0.0
502,2,22,29128.0,30.0,0.0,8.47,0.0
503,2,22,29128.0,30.0,0.0,8.47,0.0
504,2,22,29128.0,30.0,0.0,8.47,0.0
